name,door_261_closed_open,door_261_open_closed,door_261_open,door_261_closed,door_314_closed_open,door_314_open_closed,door_314_open,door_314_closed,door_action_261_act_opened,door_action_261_act_closed,door_action_261_act_not_opened_closed,door_action_314_act_opened,door_action_314_act_closed,door_action_314_act_not_opened_closed,stamp,hash
causalgrammar,0,0,0,100,0,0,0,100,0,0,100,0,0,100,2012-11-14 01:29:21,1234567890
